State,Location,Latitude,Longitude
Karnataka,Shiggaon,14.99,75.22
Karnataka,Shikarpur,14.27,75.36
Karnataka,Shimoga,14.05,75.16
Karnataka,Shirhatti,15.23,75.58
Karnataka,Shorapur,16.52,76.76
Karnataka,Shrirangapattana,12.42,76.68
Karnataka,Siddapur,14.34,74.89
Karnataka,Sidlaghatta,13.39,77.86
Karnataka,Sindgi,16.92,76.23
Karnataka,Sindhnur,15.77,76.76
Karnataka,Sira,13.74,76.90
Karnataka,Sirsi,14.62,74.84
Karnataka,Siruguppa,15.63,76.89
Karnataka,Someshwar,13.49,75.07
Karnataka,Somvarpet,12.60,75.85
Karnataka,Sorab,14.38,75.09
Karnataka,Sravana Belgola,12.86,76.49
Karnataka,Sringeri,13.42,75.25
Karnataka,Srinivaspur,13.34,78.21
Karnataka,Sulya,12.56,75.39
Karnataka,Suntikoppa,12.46,75.83
Karnataka,Talikota,16.47,76.31
Karnataka,Tarikere,13.71,75.81
Karnataka,Tekkalakote,15.53,76.88
Karnataka,Terdal,16.49,75.05
Karnataka,Tiptur,13.26,76.48
Karnataka,Tirthahalli,13.69,75.25
Karnataka,Tirumakudal Narsipur,12.21,76.90
Karnataka,Tumakuru,13.50,77.00
Karnataka,Turuvekere,13.16,76.67
Karnataka,Udupi,13.50,74.87
Karnataka,Ullal,12.81,74.86
Karnataka,Uttar Kannada,14.88,74.58
Karnataka,Vadigenhalli,13.30,77.80
Karnataka,Vijayapura,16.82,75.72
Karnataka,Virarajendrapet,12.20,75.81
Karnataka,Wadi,17.05,76.99
Karnataka,Yadgir,16.73,76.94
Karnataka,Yelahanka,13.10,77.60
Karnataka,Yelandur,12.05,77.03
Karnataka,Yelbarga,15.62,76.01
Karnataka,Yellapur,14.96,74.71
Kerala,Adur,9.16,76.73
Kerala,Alappuzha,9.49,76.33
Kerala,Aluva,10.11,76.35
Kerala,Alwaye,10.11,76.35
Kerala,Angamali,10.19,76.39
Kerala,Aroor,9.87,76.30
Kerala,Arukutti,9.87,76.35
Kerala,Attingal,8.70,76.82
Kerala,Avanoor,10.61,76.18
Kerala,Azhikkal,11.92,75.35
Kerala,Badagara,11.60,75.58
Kerala,Beypore,11.17,75.81
Kerala,Changanacheri,9.44,76.54
Kerala,Chēlakara,10.69,76.34
Kerala,Chengannur,9.32,76.62
Kerala,Cherpulassery,10.88,76.31
Kerala,Cherthala,9.68,76.34
Kerala,Chetwayi,10.53,76.05
Kerala,Chittur,10.70,76.75
Kerala,Cochin,9.94,76.26
Kerala,Dharmadam,11.78,75.46
Kerala,Edakkulam,10.61,76.18
Kerala,Elur,10.07,76.28
Kerala,Erattupetta,9.69,76.78
Kerala,Ernakulam,10.00,76.50
Kerala,Ferokh,11.18,75.84
Kerala,Guruvayur,10.59,76.04
Kerala,Idukki,10.00,77.00
Kerala,Iringal,11.56,75.62
Kerala,Irinjalakuda,10.34,76.21
Kerala,Kadakkavoor,8.68,76.77
Kerala,Kalamassery,10.06,76.33
Kerala,Kalavoor,9.57,76.33
Kerala,Kalpatta,11.61,76.08
Kerala,Kannangad,12.31,75.11
Kerala,Kannavam,11.84,75.66
Kerala,Kannur,12.17,75.33
Kerala,Kasaragod,12.50,74.99
Kerala,Kattanam,9.18,76.56
Kerala,Kayankulam,9.18,76.50
Kerala,Kizhake Chalakudi,10.30,76.34
Kerala,Kodungallur,10.23,76.20
Kerala,Kollam,8.88,76.58
Kerala,Kotamangalam,10.06,76.63
Kerala,Kottayam,9.67,76.67
Kerala,Kovalam,8.37,77.00
Kerala,Kozhikode,11.50,76.00
Kerala,Kumbalam,9.91,76.31
Kerala,Kunnamangalam,11.30,75.88
Kerala,Kunnamkulam,10.65,76.07
Kerala,Kunnumma,9.36,76.41
Kerala,Kutiatodu,9.80,76.33
Kerala,Kuttampuzha,10.15,76.74
Kerala,Lalam,9.72,76.70
Kerala,Mahē,11.70,75.53
Kerala,Malappuram,11.00,76.17
Kerala,Manjeri,11.12,76.12
Kerala,Manjēshvar,12.71,74.89
Kerala,Mannarakkat,10.99,76.46
Kerala,Marayur,10.28,77.16
Kerala,Mattanur,11.93,75.57
Kerala,Mavelikara,9.26,76.56
Kerala,Mavoor,11.27,75.92
Kerala,Muluppilagadu,11.80,75.45
Kerala,Munnar,10.09,77.06
Kerala,Muvattupula,9.98,76.58
Kerala,Muvattupuzha,9.98,76.57
Kerala,Nadapuram,11.68,75.65
Kerala,Naduvannur,11.49,75.78
Kerala,Nedumangad,8.60,77.00
Kerala,Neyyattinkara,8.40,77.09
Kerala,Nilēshwar,12.26,75.14
Kerala,Ottappalam,10.77,76.38
Kerala,Palackattumala,9.74,76.63
Kerala,Palakkad,10.78,76.65
Kerala,Palghat,10.77,76.65
Kerala,Panamaram,11.74,76.07
Kerala,Pappinisshēri,11.96,75.34
Kerala,Paravur Tekkumbhagam,8.79,76.67
Kerala,Pariyapuram,11.02,75.87
Kerala,Pathanamthitta,9.27,76.78
Kerala,Pattanamtitta,9.28,76.87
Kerala,Payyannur,12.09,75.20
Kerala,Perumbavoor,10.11,76.47
Kerala,Perumpavur,10.12,76.48
Kerala,Perya,11.83,75.85
Kerala,Piravam,9.87,76.50
Kerala,Ponmana,9.01,76.52
Kerala,Ponnani,10.77,75.93
Kerala,Punalur,9.02,76.92
Kerala,Ramamangalam,9.93,76.50
Kerala,Shertallai,9.69,76.34
Kerala,Shōranur,10.76,76.27
Kerala,Talipparamba,12.04,75.36
Kerala,Tellicherry,11.75,75.49
Kerala,Thanniyam,10.42,76.13
Kerala,Thiruvananthapuram,8.60,76.99
Kerala,Thrissur,10.52,76.22
Kerala,Tirur,10.91,75.92
Kerala,Tiruvalla,9.38,76.57
Kerala,Vaikam,9.75,76.40
Kerala,Varkala,8.73,76.72
Kerala,Vayalar,9.71,76.34
Kerala,Vettur,8.72,76.73
Kerala,Wayanad,11.61,76.08
Ladakh,Kargil,34.56,76.13
Ladakh,Leh,34.17,77.58
Lakshadweep,Kavaratti,10.57,72.64
Madhya Pradesh,Agar,23.71,76.02
Madhya Pradesh,Ajaigarh,24.90,80.26
Madhya Pradesh,Akodia,23.38,76.60
Madhya Pradesh,Alampur,26.03,78.80
Madhya Pradesh,Alirajpur,22.31,74.36
Madhya Pradesh,Alot,23.76,75.56
Madhya Pradesh,Amanganj,24.43,80.04
Madhya Pradesh,Amarkantak,22.67,81.76
Madhya Pradesh,Amarpatan,24.31,80.98
Madhya Pradesh,Amarwara,22.30,79.17
Madhya Pradesh,Ambah,26.70,78.23
Madhya Pradesh,Amla,21.92,78.13
Madhya Pradesh,Anjad,22.04,75.06
Madhya Pradesh,Antri,26.06,78.21
Madhya Pradesh,Anuppur,23.06,81.68
Madhya Pradesh,Aron,24.38,77.42
Madhya Pradesh,Ashoknagar,24.58,77.73
Madhya Pradesh,Ashta,23.02,76.72
Madhya Pradesh,Babai,22.70,77.93
Madhya Pradesh,Badarwas,24.98,77.56
Madhya Pradesh,Badnawar,23.02,75.23
Madhya Pradesh,Bag,22.36,74.79
Madhya Pradesh,Bagli,22.64,76.35
Madhya Pradesh,Baihar,22.10,80.55
Madhya Pradesh,Baikunthpur,24.73,81.41
Madhya Pradesh,Bakshwaho,24.25,79.29
Madhya Pradesh,Balaghat,21.97,80.33
Madhya Pradesh,Baldeogarh,24.76,79.07
Madhya Pradesh,Bamna,23.09,74.76
Madhya Pradesh,Bamor Kalan,24.89,78.15
Madhya Pradesh,Bamora,24.06,78.09
Madhya Pradesh,Banda,24.04,78.96
Madhya Pradesh,Barela,23.10,80.05
Madhya Pradesh,Barghat,22.03,79.73
Madhya Pradesh,Bargi,22.99,79.88
Madhya Pradesh,Barhi,23.90,80.82
Madhya Pradesh,Barwani,22.02,74.92
Madhya Pradesh,Basoda,23.85,77.94
Madhya Pradesh,Begamganj,23.60,78.34
Madhya Pradesh,Beohari,24.02,81.38
Madhya Pradesh,Berasia,23.63,77.43
Madhya Pradesh,Betma,22.69,75.61
Madhya Pradesh,Betul,21.83,77.83
Madhya Pradesh,Betul Bazar,21.86,77.93
Madhya Pradesh,Bhabhra,22.53,74.33
Madhya Pradesh,Bhainsdehi,21.64,77.63
Madhya Pradesh,Bhander,25.74,78.75
Madhya Pradesh,Bhanpura,24.51,75.75
Madhya Pradesh,Bhawaniganj,24.42,75.84
Madhya Pradesh,Bhikangaon,21.87,75.96
Madhya Pradesh,Bhind,26.50,78.75
Madhya Pradesh,Bhitarwar,25.79,78.11
Madhya Pradesh,Bhopal,23.25,77.40
Madhya Pradesh,Biaora,23.92,76.91
Madhya Pradesh,Bijawar,24.62,79.49
Madhya Pradesh,Bijrauni,24.93,77.64
Madhya Pradesh,Bodri,23.17,81.43
Madhya Pradesh,Burhanpur,21.31,76.23
Madhya Pradesh,Burhar,23.21,81.53
Madhya Pradesh,Chanderi,24.71,78.14
Madhya Pradesh,Chandia,23.66,80.71
Madhya Pradesh,Chandla,25.07,80.19
Madhya Pradesh,Chhatarpur,24.75,79.75
Madhya Pradesh,Chhindwara,22.06,78.94
Madhya Pradesh,Chichli,22.83,78.83
Madhya Pradesh,Chorhat,24.43,81.67
Madhya Pradesh,Daboh,26.00,78.88
Madhya Pradesh,Dabra,25.89,78.33
Madhya Pradesh,Damoh,23.75,79.58
Madhya Pradesh,Datia,25.75,78.50
Madhya Pradesh,Deori Khas,23.39,79.02
Madhya Pradesh,Depalpur,22.85,75.54
Madhya Pradesh,Dewas,23.00,76.17
Madhya Pradesh,Dhamnod,22.21,75.47
Madhya Pradesh,Dhana,23.75,78.86
Madhya Pradesh,Dhar,22.59,75.30
Madhya Pradesh,Dharampuri,22.15,75.34
Madhya Pradesh,Dindori,22.80,81.10
Madhya Pradesh,Etawa,24.18,78.20
Madhya Pradesh,Gadarwara,22.92,78.78
Madhya Pradesh,Garha Brahman,23.87,77.36
Madhya Pradesh,Garhakota,23.78,79.14
Madhya Pradesh,Gautampura,22.99,75.52
Madhya Pradesh,Ghansor,22.66,79.95
Madhya Pradesh,Gogapur,23.56,75.52
Madhya Pradesh,Gohadi,26.43,78.44
Madhya Pradesh,Govindgarh,24.38,81.30
Madhya Pradesh,Guna,24.55,77.20
Madhya Pradesh,Gurh,24.50,81.50
Madhya Pradesh,Gwalior,26.23,78.17
Madhya Pradesh,Harda,22.23,76.96
Madhya Pradesh,Harda Khas,22.34,77.10
Madhya Pradesh,Harpalpur,25.29,79.33
Madhya Pradesh,Harrai,22.61,79.22
Madhya Pradesh,Harsud,22.10,76.73
Madhya Pradesh,Hatod,22.79,75.74
Madhya Pradesh,Hatta,24.13,79.60
Madhya Pradesh,Hindoria,23.90,79.57
Madhya Pradesh,Hoshangabad,22.59,77.99
Madhya Pradesh,Iawar,23.01,76.50
Madhya Pradesh,Ichhawar,23.03,77.02
Madhya Pradesh,Iklehra,23.15,76.39
Madhya Pradesh,Indore,22.67,75.75
Madhya Pradesh,Isagarh,24.84,77.88
Madhya Pradesh,Itarsi,22.61,77.76
Madhya Pradesh,Jabalpur,23.16,79.95
Madhya Pradesh,Jaisinghnagar,23.69,81.39
Madhya Pradesh,Jaithari,23.21,78.61
Madhya Pradesh,Jamai,22.20,78.59
Madhya Pradesh,Jaora,23.64,75.13
Madhya Pradesh,Jatara,25.01,79.05
Madhya Pradesh,Jawad,24.60,74.86
Madhya Pradesh,Jhabua,22.77,74.59
Madhya Pradesh,Jiran,24.31,74.89
Madhya Pradesh,Jobat,22.42,74.57
Madhya Pradesh,Kailaras,26.30,77.62
Madhya Pradesh,Kaimori,23.38,79.74
Madhya Pradesh,Kannod,22.67,76.74
Madhya Pradesh,Kareli,22.92,79.06
Madhya Pradesh,Karera,25.46,78.14
Madhya Pradesh,Karrapur,23.95,78.87
Madhya Pradesh,Kasrawad,22.13,75.61
Madhya Pradesh,Katangi,21.77,79.81
Madhya Pradesh,Katni,23.84,80.39
Madhya Pradesh,Khachrod,23.42,75.28
Madhya Pradesh,Khailar,25.34,78.53
Madhya Pradesh,Khajuraho,24.85,79.93
Madhya Pradesh,Khamaria,23.23,79.88
Madhya Pradesh,Khandwa,21.82,76.35
Madhya Pradesh,Khargapur,24.82,79.14
Madhya Pradesh,Khargone,21.82,75.61
Madhya Pradesh,Khategaon,22.60,76.91
Madhya Pradesh,Khilchipur,24.04,76.58
Madhya Pradesh,Khirkiyan,22.17,76.86
Madhya Pradesh,Khujner,23.79,76.62
Madhya Pradesh,Khurai,24.04,78.33
Madhya Pradesh,Kolaras,25.22,77.61
Madhya Pradesh,Korwai,24.12,78.04
Madhya Pradesh,Kotar,24.70,80.98
Madhya Pradesh,Kothi,24.75,80.78
Madhya Pradesh,Kotma,23.20,81.98
Madhya Pradesh,Kotwa,25.03,81.32
Madhya Pradesh,Kukshi,22.21,74.76
Madhya Pradesh,Kumbhraj,24.37,77.05
Madhya Pradesh,Lahar,26.19,78.94
Madhya Pradesh,Lakhnadon,22.60,79.60
Madhya Pradesh,Leteri,24.06,77.41
Madhya Pradesh,Lodhikheda,21.58,78.86
Madhya Pradesh,Machalpur,24.13,76.32
Madhya Pradesh,Madhogarh,24.56,80.91
Madhya Pradesh,Maheshwar,22.18,75.59
Madhya Pradesh,Mahgawan,26.49,78.62
Madhya Pradesh,Maihar,24.27,80.76
Madhya Pradesh,Majholi,23.50,79.92
Madhya Pradesh,Maksi,23.26,76.15
Madhya Pradesh,Malhargarh,24.28,74.99
Madhya Pradesh,Manasa,24.48,75.14
Madhya Pradesh,Manawar,22.24,75.09
Madhya Pradesh,Mandideep,23.08,77.53
Madhya Pradesh,Mandla,22.64,80.51
Madhya Pradesh,Mandleshwar,22.18,75.66
Madhya Pradesh,Mandsaur,24.33,75.25
Madhya Pradesh,Mangawan,24.67,81.55
Madhya Pradesh,Manpur,22.43,75.62
Madhya Pradesh,Mau,26.27,78.67
Madhya Pradesh,Mauganj,24.67,81.87
Madhya Pradesh,Mihona,26.28,78.98
Madhya Pradesh,Mohgaon,21.64,78.74
Madhya Pradesh,Morar,26.23,78.22
Madhya Pradesh,Morena,26.17,77.50
Madhya Pradesh,Multai,21.77,78.26
Madhya Pradesh,Mundi,22.07,76.49
Madhya Pradesh,Mungaoli,24.41,78.10
Madhya Pradesh,Murwara,23.84,80.39
Madhya Pradesh,Nagda,23.46,75.42
Madhya Pradesh,Nagod,24.57,80.59
Madhya Pradesh,Naigarhi,24.79,81.78
Madhya Pradesh,Nainpur,22.43,80.11
Madhya Pradesh,Namli,23.46,75.06
Madhya Pradesh,Naraini,25.19,80.48
Madhya Pradesh,Narayangarh,24.27,75.05
Madhya Pradesh,Narsimhapur,22.92,79.17
Madhya Pradesh,Narsinghgarh,23.71,77.09
Madhya Pradesh,Narwar,25.64,77.91
Madhya Pradesh,Nasrullahganj,22.68,77.27
Madhya Pradesh,Neemuch,24.47,74.87
Madhya Pradesh,Nepanagar,21.45,76.39
Madhya Pradesh,Orchha,25.35,78.64
Madhya Pradesh,Pachmarhi,22.47,78.43
Madhya Pradesh,Palera,25.02,79.23
Madhya Pradesh,Pali,23.36,81.04
Madhya Pradesh,Panagar,23.29,80.00
Madhya Pradesh,Panara,22.21,78.55
Madhya Pradesh,Pandhana,21.70,76.22
Madhya Pradesh,Pandhurna,21.60,78.53
Madhya Pradesh,Panna,24.50,80.25
Madhya Pradesh,Pansemal,21.66,74.70
Madhya Pradesh,Parasia,22.19,78.76
Madhya Pradesh,Patan,23.29,79.69
Madhya Pradesh,Patharia,23.90,79.19
Madhya Pradesh,Pawai,24.27,80.16
Madhya Pradesh,Petlawad,23.01,74.80
Madhya Pradesh,Piploda,23.35,75.43
Madhya Pradesh,Pithampur,22.60,75.70
Madhya Pradesh,Porsa,26.67,78.37
Madhya Pradesh,Punasa,22.24,76.39
Madhya Pradesh,Raghogarh,24.44,77.20
Madhya Pradesh,Rahatgarh,23.79,78.39
Madhya Pradesh,Raisen,23.25,78.08
Madhya Pradesh,Rajgarh,22.68,74.94
Madhya Pradesh,Rajnagar,24.89,79.91
Madhya Pradesh,Rajpur,22.30,74.36
Madhya Pradesh,Rampura,24.47,75.44
Madhya Pradesh,Ranapur,22.65,74.52
Madhya Pradesh,Ratangarh,24.82,75.12
Madhya Pradesh,Ratlam,23.33,75.04
Madhya Pradesh,Rehli,23.64,79.06
Madhya Pradesh,Rehti,22.74,77.43
Madhya Pradesh,Rewa,24.53,81.29
Madhya Pradesh,Sabalgarh,26.25,77.41
Madhya Pradesh,Sagar,23.75,78.75
Madhya Pradesh,Sailana,23.46,74.92
Madhya Pradesh,Sanawad,22.17,76.07
Madhya Pradesh,Sanchi,23.49,77.74
Madhya Pradesh,Sanwer,22.97,75.83
Madhya Pradesh,Sarangpur,23.57,76.47
Madhya Pradesh,Satna,24.50,81.00
Madhya Pradesh,Satwas,22.54,76.68
Madhya Pradesh,Saugor,23.84,78.74
Madhya Pradesh,Sausar,21.66,78.80
Madhya Pradesh,Sehore,23.20,77.08
Madhya Pradesh,Sendhwa,21.69,75.10
Madhya Pradesh,Seondha,26.15,78.78
Madhya Pradesh,Seoni,22.09,79.55
Madhya Pradesh,Seoni Malwa,22.45,77.47
Madhya Pradesh,Shahdol,23.50,81.50
Madhya Pradesh,Shahgarh,24.31,79.12
Madhya Pradesh,Shahpur,21.24,76.23
Madhya Pradesh,Shahpura,23.14,79.66
Madhya Pradesh,Shajapur,23.50,76.25
Madhya Pradesh,Shamgarh,24.19,75.64
Madhya Pradesh,Sheopur,25.80,77.00
Madhya Pradesh,Shivpuri,25.42,77.66
Madhya Pradesh,Shujalpur,23.41,76.71
Madhya Pradesh,Sidhi,24.25,82.00
Madhya Pradesh,Sihora,23.49,80.10
Madhya Pradesh,Simaria,24.79,81.15
Madhya Pradesh,Singoli,24.97,75.30
Madhya Pradesh,Singrauli,24.20,82.68
Madhya Pradesh,Sirmaur,24.84,81.36
Madhya Pradesh,Sironj,24.10,77.69
Madhya Pradesh,Sitamau,24.01,75.35
Madhya Pradesh,Sohagi,24.98,81.70
Madhya Pradesh,Sohagpur,22.70,78.20
Madhya Pradesh,Sultanpur,23.14,77.93
Madhya Pradesh,Susner,23.95,76.09
Madhya Pradesh,Tal,23.72,75.39
Madhya Pradesh,Talen,23.57,76.73
Madhya Pradesh,Tarana,23.33,76.04
Madhya Pradesh,Tekanpur,25.99,78.28
Madhya Pradesh,Tendukheda,23.40,79.54
Madhya Pradesh,Teonthar,24.98,81.64
Madhya Pradesh,Thandla,23.01,74.58
Madhya Pradesh,Tikamgarh,24.74,78.83
Madhya Pradesh,Tirodi,21.69,79.72
Madhya Pradesh,Udaipura,23.07,78.51
Madhya Pradesh,Ujjain,23.42,75.50
Madhya Pradesh,Ukwa,21.97,80.47
Madhya Pradesh,Umaria,23.52,80.84
Madhya Pradesh,Umri,26.51,78.94
Madhya Pradesh,Unhel,23.34,75.56
Madhya Pradesh,Vidisha,23.92,78.00
Madhya Pradesh,Waraseoni,21.76,80.04
Maharashtra,Achalpur,21.26,77.51
Maharashtra,Adawad,21.22,75.45
Maharashtra,Agar Panchaitan,18.17,72.99
Maharashtra,Aheri,19.41,80.00
Maharashtra,Ahiri,19.41,80.00
Maharashtra,Ahmadnagar,19.09,74.74
Maharashtra,Ahmadpur,18.71,76.94
Maharashtra,Ahmednagar,19.08,74.73
Maharashtra,Airoli,19.15,73.00
Maharashtra,Ajra,16.12,74.21
Maharashtra,Akalkot,17.53,76.21
Maharashtra,Akkalkot,17.52,76.20
Maharashtra,Akluj,17.88,75.02
Maharashtra,Akola,20.50,77.17
Maharashtra,Akolner,18.98,74.67
Maharashtra,Akot,21.10,77.06
Maharashtra,Akrani,21.82,74.22
Maharashtra,Alandi,18.68,73.90
Maharashtra,Ale,19.17,74.12
Maharashtra,Alibag,18.65,72.88
Maharashtra,Alkuti,19.05,74.23
Maharashtra,Allapalli,19.43,80.06
Maharashtra,Amalner,21.04,75.06
Maharashtra,Amarnath,19.20,73.17
Maharashtra,Ambad,19.61,75.79
Maharashtra,Ambajogai,18.73,76.39
Maharashtra,Ambarnath,19.21,73.19
Maharashtra,Ambegaon,19.12,73.73
Maharashtra,Amgaon,20.65,79.95
Maharashtra,Amravati,20.93,77.75
Maharashtra,Andheri,19.12,72.85
Maharashtra,Andura,20.88,76.87
Maharashtra,Anjangaon,21.17,77.31
Maharashtra,Anjarle,17.85,73.09
Maharashtra,Anshing,20.04,77.32
Maharashtra,Arag,16.78,74.80
Maharashtra,Arangaon,19.03,74.71
Maharashtra,Ardhapur,19.28,77.38
Maharashtra,Argaon,16.78,73.65
Maharashtra,Artist Village,19.03,73.04
Maharashtra,Arvi,21.00,78.23
Maharashtra,Ashta,16.95,74.41
Maharashtra,Ashti,19.38,76.23
Maharashtra,Asoda,21.03,75.60
Maharashtra,Assaye,20.25,75.89
Maharashtra,Astagaon,19.67,74.50
Maharashtra,Aundh,17.55,74.38
Maharashtra,Aurangabad,19.88,75.34
Maharashtra,Ausa,18.25,76.50
Maharashtra,Badlapur,19.16,73.27
Maharashtra,Badnapur,19.87,75.73
Maharashtra,Badnera,20.85,77.73
Maharashtra,Bagewadi,16.29,74.60
Maharashtra,Balapur,20.67,76.77
Maharashtra,Ballalpur,19.85,79.35
Maharashtra,Ballard Estate,18.95,72.84
Maharashtra,Ballarpur,19.83,79.35
Maharashtra,Banda,15.81,73.86
Maharashtra,Bandra,19.05,72.84
Maharashtra,Baner,18.56,73.79
Maharashtra,Bankot,17.98,73.05
Maharashtra,Baramati,18.15,74.58
Maharashtra,Barsi,18.23,75.69
Maharashtra,Basmat,19.33,77.16
Maharashtra,Basmath,19.32,77.17
Maharashtra,Bavdhan,18.54,73.78
Maharashtra,Bawanbir,21.08,76.72
Maharashtra,Beed,18.99,75.76
Maharashtra,Bhadgaon,20.17,75.23
Maharashtra,Bhandara,21.18,80.00
Maharashtra,Bhandardara,19.53,73.75
Maharashtra,Bhandup,19.14,72.93
Maharashtra,Bhayandar,19.30,72.85
Maharashtra,Bhigvan,18.30,74.77
Maharashtra,Bhiwandi,19.30,73.06
Maharashtra,Bhiwapur,20.84,79.50
Maharashtra,Bhokar,19.22,77.67
Maharashtra,Bhokardan,20.27,75.77
Maharashtra,Bhoom,18.46,75.66
Maharashtra,Bhor,18.15,73.84
Maharashtra,Bhudgaon,16.91,74.60
Maharashtra,Bhugaon,18.50,73.75
Maharashtra,Bhum,18.46,75.66
Maharashtra,Bhusaval,21.04,75.79
Maharashtra,Bhusawal,21.05,75.77
Maharashtra,Bid,18.83,75.75
Maharashtra,Bijur,13.84,74.64
Maharashtra,Bilashi,16.98,74.03
Maharashtra,Biloli,18.77,77.72
Maharashtra,Boisar,19.80,72.76
Maharashtra,Borgaon Manju,20.72,77.15
Maharashtra,Borivali,19.23,72.86
Maharashtra,Borivli,19.23,72.86
Maharashtra,Brahmapuri,20.61,79.86
Maharashtra,Breach Candy,18.97,72.81
Maharashtra,Buldana,20.58,76.42
Maharashtra,Buldhana,20.53,76.18
Maharashtra,Byculla,18.98,72.84
Maharashtra,Chakan,18.76,73.86
Maharashtra,Chakur,18.51,76.88
Maharashtra,Chalisgaon,20.46,75.02
Maharashtra,Chanda,19.95,79.30
Maharashtra,Chandgad,15.00,74.00
Maharashtra,Chandor,20.33,74.24
Maharashtra,Chandrapur,20.12,79.44
Maharashtra,Chandur,19.73,79.17
Maharashtra,Chandur Bazar,21.24,77.75
Maharashtra,Chausala,18.71,75.69
Maharashtra,Chembur,19.06,72.90
Maharashtra,Chicholi,21.47,79.70
Maharashtra,Chichondi Patil,19.00,74.92
Maharashtra,Chimur,20.50,79.38
Maharashtra,Chinchani,19.87,72.69
Maharashtra,Chinchpokli,18.98,72.83
Maharashtra,Chiplun,17.53,73.51
Maharashtra,Chopda,21.25,75.30
Maharashtra,Colaba,18.91,72.81
Maharashtra,Dabhol,17.59,73.18
Maharashtra,Daddi,16.07,74.43
Maharashtra,Dahanu,19.97,72.71
Maharashtra,Dahivel,21.07,74.17
Maharashtra,Dapoli,17.76,73.19
Maharashtra,Darwha,20.31,77.77
Maharashtra,Daryapur,20.92,77.33
Maharashtra,Dattapur,20.78,78.14
Maharashtra,Daulatabad,19.94,75.22
Maharashtra,Daund,18.47,74.58
Maharashtra,Deccan Gymkhana,18.52,73.84
Maharashtra,Deglur,18.55,77.58
Maharashtra,Dehu,18.72,73.77
Maharashtra,Deolali,19.94,73.83
Maharashtra,Deolapar,21.59,79.37
Maharashtra,Deoli,20.65,78.48
Maharashtra,Deoni,18.26,77.08
Maharashtra,Deulgaon Raja,20.02,76.04
Maharashtra,Devrukh,17.07,73.62
Maharashtra,Dharangaon,21.01,75.27
Maharashtra,Dharavi,19.05,72.87
Maharashtra,Dharmabad,18.89,77.85
Maharashtra,Dharur,18.82,76.11
Maharashtra,Dhawalpuri,19.17,74.52
Maharashtra,Dhule,21.07,74.59
Maharashtra,Dhulia,20.90,74.78
Maharashtra,Dighori,20.89,79.93
Maharashtra,Diglur,18.55,77.58
Maharashtra,Digras,20.10,77.72
Maharashtra,Dindori,20.20,73.83
Maharashtra,Diveagar,18.17,72.99
Maharashtra,Dombivli,19.22,73.08
Maharashtra,Dondaicha,21.32,74.57
Maharashtra,Dongri,19.28,72.78
Maharashtra,Dudhani,17.36,76.37
Maharashtra,Durgapur,20.01,79.30
Maharashtra,Erandol,20.92,75.33
Maharashtra,Faizpur,21.17,75.86
Maharashtra,Fort,18.94,72.84
Maharashtra,Gadchiroli,19.80,80.20
Maharashtra,Gadhinglaj,16.22,74.35
Maharashtra,Gangakher,18.97,76.75
Maharashtra,Gangapur,19.70,75.01
Maharashtra,Ganpatipule,17.14,73.27
Maharashtra,Gevrai,19.26,75.75
Maharashtra,Ghargaon,18.75,74.64
Maharashtra,Ghatanji,20.14,78.31
Maharashtra,Ghatkopar,19.08,72.91
Maharashtra,Ghoti Budrukh,19.72,73.63
Maharashtra,Ghugus,19.94,79.11
Maharashtra,Girgaon,18.95,72.81
Maharashtra,Gondia,21.45,80.20
Maharashtra,Gondiya,21.05,80.25
Maharashtra,Gorai,19.25,72.78
Maharashtra,Goregaon,18.15,73.29
Maharashtra,Guhagar,17.48,73.19
Maharashtra,Hadapsar,18.50,73.94
Maharashtra,Hadgaon,19.50,77.66
Maharashtra,Halkarni,16.17,74.47
Maharashtra,Harangul,18.90,76.67
Maharashtra,Harnai,17.81,73.10
Maharashtra,Helwak,17.39,73.74
Maharashtra,Hinganghat,20.55,78.84
Maharashtra,Hingoli,19.70,77.15
Maharashtra,Hirapur,21.53,79.77
Maharashtra,Hotgi,17.58,75.98
Maharashtra,Ichalkaranji,16.69,74.46
Maharashtra,Igatpuri,19.70,73.56
Maharashtra,Indapur,18.30,73.25
Maharashtra,Jaisingpur,16.78,74.55
Maharashtra,Jaitapur,16.59,73.35
Maharashtra,Jakhangaon,17.65,74.32
Maharashtra,Jalgaon,21.00,75.57
Maharashtra,Jalkot,18.63,77.18
Maharashtra,Jalna,19.80,75.90
Maharashtra,Jamkhed,18.72,75.32
Maharashtra,Jamod,21.10,76.60
Maharashtra,Janephal,20.29,76.58
Maharashtra,Jaoli,17.90,76.40
Maharashtra,Jat,17.05,75.22
Maharashtra,Jategaon,19.92,73.65
Maharashtra,Jawhar,19.91,73.23
Maharashtra,Jaysingpur,16.78,74.57
Maharashtra,Jejuri,18.28,74.16
Maharashtra,Jintur,19.61,76.69
Maharashtra,Jogeshwari,19.12,72.85
Maharashtra,Juhu,19.10,72.83
Maharashtra,Junnar,19.21,73.88
Maharashtra,Kachurwahi,21.33,79.38
Maharashtra,Kadegaon,17.30,74.35
Maharashtra,Kadus,18.88,73.82
Maharashtra,Kagal,16.58,74.32
Maharashtra,Kaij,18.70,76.08
Maharashtra,Kalamb,19.04,73.96
Maharashtra,Kalamboli,19.03,73.10
Maharashtra,Kalamnuri,19.67,77.31
